amount,drivetrain,payment_year,disadvantaged,publicorprivate,grossvehicleweight,manufacturer,vocationaluse,infrastructure,county,assemblydistrict,senatedistrict,air_district,censustract,fleetzipcode
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
10000,Natural Gas,2020,No,Public,"33,001 and up","ElDorado National California, Inc",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 51,Senate District 24,South Coast AQMD,Tract 06037206020,ZIP Code 90012
176000,ZEV-BEV,2020,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Public,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
10000,ZEV-BEV,2020,No,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 45,Senate District 27,South Coast AQMD,Tract 06037113237,ZIP Code 91311
92500,ZEV-BEV,2020,Yes,Private,"33,001 and up",Complete Coach Works,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532002,ZIP Code 90640
92500,ZEV-BEV,2020,Yes,Private,"33,001 and up",Complete Coach Works,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532002,ZIP Code 90640
92500,ZEV-BEV,2020,Yes,Private,"33,001 and up",Complete Coach Works,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037532002,ZIP Code 90640
165000,ZEV-BEV,2020,Yes,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,San Diego County,Assembly District 78,Senate District 39,San Diego County APCD,Tract 06073005100,ZIP Code 92101
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Yolo County,Assembly District 04,Senate District 03,Yolo/Solano AQMD,Tract 06113010800,ZIP Code 95776
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Yolo County,Assembly District 04,Senate District 03,Yolo/Solano AQMD,Tract 06113010800,ZIP Code 95776
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Yolo County,Assembly District 04,Senate District 03,Yolo/Solano AQMD,Tract 06113010800,ZIP Code 95776
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Yolo County,Assembly District 04,Senate District 03,Yolo/Solano AQMD,Tract 06113010800,ZIP Code 95776
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067001300,ZIP Code 95816
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067001300,ZIP Code 95816
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067001300,ZIP Code 95816
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067001300,ZIP Code 95816
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067001300,ZIP Code 95816
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Sacramento County,Assembly District 07,Senate District 06,Sacramento Metropolitan AQMD,Tract 06067001300,ZIP Code 95816
150000,ZEV-BEV,2020,Yes,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
150000,ZEV-BEV,2020,Yes,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
150000,ZEV-BEV,2020,Yes,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
150000,ZEV-BEV,2020,Yes,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
150000,ZEV-BEV,2020,Yes,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
150000,ZEV-BEV,2020,Yes,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Yolo County,Assembly District 04,Senate District 03,Yolo/Solano AQMD,Tract 06113010800,ZIP Code 95776
120000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 58,Senate District 32,South Coast AQMD,Tract 06037554900,ZIP Code 90701
120000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Kern County,Assembly District 32,Senate District 14,San Joaquin Valley Unified APCD,Tract 06029006301,ZIP Code 93203
200000,ZEV-BEV,2020,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
200000,ZEV-BEV,2020,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
200000,ZEV-BEV,2020,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
190000,ZEV-BEV,2020,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,San Mateo County,Assembly District 22,Senate District 13,Bay Area AQMD,Tract 06081602300,ZIP Code 94080
150000,ZEV-BEV,2020,No,Private,"33,001 and up",Proterra,Bus - Heavy Duty/Transit,No,Yolo County,Assembly District 04,Senate District 03,Yolo/Solano AQMD,Tract 06113010800,ZIP Code 95776
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
176000,ZEV-BEV,2020,No,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 36,Senate District 21,Antelope Valley AQMD,Tract 06037900704,ZIP Code 93534
167000,ZEV-BEV,2020,Yes,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Alameda County,Assembly District 18,Senate District 09,Bay Area AQMD,Tract 06001408800,ZIP Code 94621
167000,ZEV-BEV,2020,Yes,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Alameda County,Assembly District 18,Senate District 09,Bay Area AQMD,Tract 06001408800,ZIP Code 94621
167000,ZEV-BEV,2020,Yes,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Alameda County,Assembly District 18,Senate District 09,Bay Area AQMD,Tract 06001408800,ZIP Code 94621
167000,ZEV-BEV,2020,Yes,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Alameda County,Assembly District 18,Senate District 09,Bay Area AQMD,Tract 06001408800,ZIP Code 94621
165000,ZEV-BEV,2020,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Solano County,Assembly District 14,Senate District 03,Bay Area AQMD,Tract 06095250900,ZIP Code 94590
165000,ZEV-BEV,2020,Yes,Private,"33,001 and up","BYD Motors, Inc.",Bus - Heavy Duty/Transit,No,Solano County,Assembly District 14,Senate District 03,Bay Area AQMD,Tract 06095250900,ZIP Code 94590
165000,ZEV-BEV,2020,Yes,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,San Diego County,Assembly District 78,Senate District 39,San Diego County APCD,Tract 06073005100,ZIP Code 92101
175000,ZEV-BEV,2020,No,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 45,Senate District 27,South Coast AQMD,Tract 06037113237,ZIP Code 91311
175000,ZEV-BEV,2020,No,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 45,Senate District 27,South Coast AQMD,Tract 06037113237,ZIP Code 91311
175000,ZEV-BEV,2020,No,Private,"33,001 and up",New Flyer of America,Bus - Heavy Duty/Transit,No,Los Angeles County,Assembly District 45,Senate District 27,South Coast AQMD,Tract 06037113237,ZIP Code 91311
